,id,price,level,levels,rooms,area,kitchen_area,house_id
10283,10283,1420000,6,18,0,32.0,6.0,2250857
10284,10284,12300000,11,17,3,82.0,10.0,1890876
10285,10285,3550000,8,8,2,64.1,15.0,2391391
10286,10286,1890000,3,4,1,30.0,12.0,1706059
10287,10287,5300000,6,14,2,60.0,12.0,2362274
10288,10288,18500000,4,17,3,73.5,13.0,1844256
10289,10289,3450000,2,5,2,51.7,7.4,2542273
10290,10290,1600000,1,2,2,50.0,8.6,1004531
10291,10291,5100000,5,5,3,77.0,9.0,1790703
10292,10292,3700000,9,10,2,67.0,15.0,2225973
10293,10293,7627495,11,13,1,37.52,10.7,2537251
10294,10294,1600000,1,5,2,48.0,9.0,2785858
10295,10295,4500000,4,5,3,59.4,9.0,1740009
10296,10296,3700000,3,3,1,44.29,14.0,1406953
10297,10297,2650000,1,5,2,43.0,6.9,1160883
10298,10298,5650000,9,13,2,70.4,9.6,2184151
10299,10299,8990000,3,27,3,73.7,11.61,627720
10300,10300,8450000,4,10,2,76.0,13.3,2572094
10301,10301,13000000,2,2,0,36.0,6.0,912036
10302,10302,2079000,6,14,1,31.5,6.9,2793672
10303,10303,2380000,4,5,3,54.2,6.4,2345154
10304,10304,2200000,2,10,1,32.0,8.4,1903308
10305,10305,5105000,14,23,1,41.1,13.4,2701033
10306,10306,5800000,8,16,2,55.0,9.0,857432
10307,10307,9100000,1,9,1,33.0,7.0,1065463
10308,10308,4550000,9,9,3,62.5,11.0,858192
10309,10309,44300000,3,4,3,77.0,17.0,1378294
10310,10310,7650000,2,12,3,93.0,14.0,2309995
10311,10311,7800000,1,4,1,39.1,15.1,1083189
10312,10312,2750000,3,9,3,65.0,7.5,1046637
10313,10313,4200000,6,9,1,46.0,12.8,2295579
10314,10314,2950000,8,19,1,36.0,9.5,1305602
10315,10315,5100000,9,17,3,87.0,12.0,1803184
10316,10316,3800000,8,9,2,50.0,8.4,1898398
10317,10317,2850000,16,16,1,38.3,8.2,1131278
10318,10318,15500000,5,6,2,69.0,9.5,2584017
10319,10319,4200000,3,10,1,37.7,10.9,1228491
10320,10320,8565200,25,25,1,39.2,18.1,1295025
10321,10321,1310000,5,5,1,28.8,7.0,1030502
10322,10322,1350000,2,5,1,31.0,8.0,759599
10323,10323,1200000,4,5,1,47.2,10.0,2828161
10324,10324,5400000,3,14,2,60.0,16.0,2420361
10325,10325,2450000,5,5,1,35.2,8.0,1007670
10326,10326,6700000,7,16,2,88.9,15.6,878988
10327,10327,4500000,12,17,1,49.0,6.0,980839
10328,10328,7770000,7,10,3,120.0,37.0,2595957
10329,10329,3100000,2,3,1,36.0,8.0,1296659
10330,10330,2600000,1,16,1,36.0,9.5,1880312
10331,10331,4484000,3,3,1,59.0,31.3,1416567
10332,10332,2252438,6,16,1,37.5,11.9,1350808
10333,10333,3200000,2,3,2,48.1,11.5,2572313
10334,10334,3800000,10,10,3,84.0,14.0,2110271
10335,10335,6300000,4,13,4,95.2,15.0,1847570
10336,10336,3200000,8,9,1,45.0,11.4,947339
10337,10337,1850000,1,2,1,42.0,10.0,1352825
10338,10338,2500000,4,9,2,43.0,7.0,2482760
10339,10339,9153540,27,33,1,40.2,15.2,1530547
10340,10340,2883180,5,9,1,34.0,10.7,1492519
10341,10341,3938240,8,12,1,39.0,18.9,1004939
10342,10342,2500000,2,5,3,62.0,6.0,964202
10343,10343,5270000,2,10,3,68.0,9.0,701988
10344,10344,3100000,3,5,1,34.0,6.0,1659656
10345,10345,12690000,8,15,2,84.6,21.5,852210
10346,10346,2677500,20,24,1,35.7,11.3,1262818
10347,10347,7850000,7,10,2,53.0,8.5,1684449
10348,10348,6435000,2,10,1,44.0,12.0,947768
10349,10349,4380075,5,19,2,64.89,14.8,2045859
10350,10350,4350000,18,18,1,39.3,15.3,1586819
10351,10351,5950000,7,9,2,80.0,14.0,1421773
10352,10352,4378500,18,24,2,69.5,10.5,1368352
10353,10353,15751000,10,19,2,51.2,8.5,2117765
10354,10354,19700000,4,6,3,73.6,23.2,1989056
10355,10355,4800000,1,9,2,43.2,6.9,2125430
10356,10356,6530000,16,19,1,39.2,10.4,2484205
10357,10357,2900000,3,9,2,84.9,13.1,2631609
10358,10358,12200000,6,8,3,82.0,29.0,1546448
10359,10359,10700000,17,17,3,104.0,30.0,2702274
10360,10360,1500000,4,4,2,58.2,18.0,860902
10361,10361,4800000,5,10,2,48.0,8.0,2563800
10362,10362,13599999,2,19,1,41.82,19.9,2350182
10363,10363,2800000,1,10,1,39.0,9.0,2477409
10364,10364,13000000,2,22,3,80.0,10.0,2260584
10365,10365,1500000,5,9,1,35.2,6.0,852987
10366,10366,12600000,7,9,1,36.3,8.5,1834180
10367,10367,2370000,5,5,2,64.0,13.9,2737783
10368,10368,4150000,3,3,3,80.0,9.0,716688
10369,10369,5800000,6,10,2,72.0,12.0,2808945
10370,10370,4600000,9,16,1,49.0,12.2,1903684
10371,10371,4200000,2,9,3,60.0,8.0,1415433
10372,10372,9189580,2,5,2,68.7,14.1,2176811
10373,10373,3200000,3,18,1,38.8,11.0,618064
10374,10374,17850000,3,7,1,38.0,10.0,980835
10375,10375,3474000,6,17,2,60.42,11.0,2242428
10376,10376,2550000,9,9,1,32.4,9.0,1240503
10377,10377,5200000,19,21,2,65.0,11.0,801883
10378,10378,1050000,2,2,2,46.4,6.2,876813
10379,10379,6100000,19,27,1,40.0,11.0,1648370
10380,10380,5800000,7,17,3,76.5,11.0,1388989
10381,10381,3300000,5,9,1,34.6,8.0,1104250
10382,10382,6000000,6,11,2,64.0,13.0,860166
10383,10383,14999999,6,17,2,64.0,12.9,2315983
10384,10384,8400000,22,25,1,46.0,12.0,1872622
10385,10385,4680000,7,10,2,59.9,15.5,2483086
10386,10386,16799000,8,22,3,85.6,11.4,2370078
10387,10387,3400000,1,10,2,45.1,9.5,2565332
10388,10388,2955000,15,17,0,37.02,10.9,2315880
10389,10389,11100000,3,16,2,79.0,16.0,1439085
10390,10390,3990000,5,9,4,99.0,10.0,2400577
10391,10391,7100000,5,7,2,71.2,12.7,2441833
10392,10392,11599040,5,23,3,107.2,20.2,1896119
10393,10393,3082240,17,22,0,27.52,6.0,2015904
10394,10394,16800000,8,9,3,60.0,6.0,1349792
10395,10395,7400000,6,9,2,90.0,18.0,2410334
10396,10396,6242400,3,4,3,86.7,18.7,1020844
10397,10397,9800000,3,16,3,66.0,10.0,2234973
10398,10398,6550000,11,14,1,42.0,12.0,704879
10399,10399,5198000,12,16,2,64.1,14.0,747369
10400,10400,2350000,3,3,1,30.7,6.0,2323255
10401,10401,3100000,2,2,3,63.0,9.0,592803
10402,10402,19000000,17,23,3,82.0,10.0,946453
10403,10403,6369240,1,8,1,38.39,10.58,1826382
10404,10404,3230000,4,16,1,40.0,10.0,1323861
10405,10405,3400000,12,16,1,35.1,11.5,2289019
10406,10406,3100000,5,10,2,44.8,10.3,2158737
10407,10407,2600000,3,5,2,43.0,7.0,2097646
10408,10408,9481021,19,21,1,49.0,15.0,2045797
10409,10409,8300000,5,17,1,38.9,8.5,809404
10410,10410,5990000,9,9,3,66.0,9.4,999231
10411,10411,3500000,11,19,1,43.8,11.3,2084863
10412,10412,3649410,12,25,2,52.89,6.9,1294483
10413,10413,4172000,6,6,2,59.6,10.0,893962
10414,10414,1350000,3,4,1,32.0,6.5,1718923
10415,10415,4000000,2,5,4,76.0,6.0,2377462
10416,10416,2150000,3,3,2,43.0,6.0,1251600
10417,10417,3100000,9,10,2,55.0,8.0,2042785
10418,10418,16500000,9,22,2,78.7,18.0,1139700
10419,10419,980000,1,1,1,25.0,7.0,2318498
10420,10420,3600000,12,16,1,46.6,15.0,937055
10421,10421,11000000,17,25,3,79.0,14.0,2227251
10422,10422,2860000,14,17,1,30.0,6.0,2007809
10423,10423,2650000,1,10,1,41.0,12.0,864372
10424,10424,8526200,18,19,1,35.6,17.0,1494555
10425,10425,2900000,2,16,2,53.3,9.0,873670
10426,10426,2100000,3,10,1,39.0,9.0,926636
10427,10427,4350000,1,5,3,91.4,13.2,1247435
10428,10428,23000000,4,12,2,63.47,14.4,718628
10429,10429,3450000,5,6,3,68.0,12.0,2015997
10430,10430,2500000,5,9,1,38.5,9.0,637050
10431,10431,8300000,3,9,3,60.0,6.1,2123359
10432,10432,3150000,7,10,1,36.5,8.7,612588
10433,10433,4180000,4,20,1,39.9,15.0,2144935
10434,10434,2470000,4,4,1,32.0,7.0,1505518
10435,10435,4250000,6,18,1,35.5,8.5,2370355
10436,10436,16790000,8,25,3,70.8,12.7,2115941
10437,10437,9000000,5,9,3,69.9,9.0,812107
10438,10438,3200000,6,16,1,44.5,12.5,593513
10439,10439,6490000,7,17,1,42.0,17.0,1062832
10440,10440,2250000,7,9,1,29.0,7.2,1008853
10441,10441,6500000,1,12,3,90.6,14.5,754439
10442,10442,2250000,1,5,3,63.0,6.0,952531
10443,10443,4750000,4,9,1,50.0,15.0,919913
10444,10444,3100000,4,5,1,32.5,8.0,910093
10445,10445,4500000,3,5,1,28.0,6.0,1687245
10446,10446,18000000,18,25,2,64.0,8.0,1378294
10447,10447,10500000,2,6,3,113.0,15.0,623873
10448,10448,6800000,3,9,2,60.0,11.0,1749801
10449,10449,2580000,1,10,1,36.0,11.0,2431521
10450,10450,2130000,17,18,1,33.0,9.0,2330312
10451,10451,2350000,3,3,1,31.1,9.0,1028447
10452,10452,5650000,16,17,3,85.0,12.0,1594166
10453,10453,8990000,1,17,1,38.0,7.3,2700994
10454,10454,5400000,3,11,1,34.5,7.4,1398154
10455,10455,2000000,11,16,1,43.0,8.0,1656871
10456,10456,2740000,6,9,1,40.0,8.5,1349927
10457,10457,4162620,5,12,2,63.07,13.6,1693207
10458,10458,3500000,2,5,2,43.7,6.0,2523046
10459,10459,4900000,2,5,2,45.5,6.0,1164024
10460,10460,24000000,6,17,2,59.0,8.2,2208522
10461,10461,9152325,3,3,2,44.7,19.8,1369322
10462,10462,3250000,1,10,2,60.0,16.0,1571322
10463,10463,3000000,1,10,1,34.0,9.0,2142579
10464,10464,8850200,9,12,2,54.8,15.7,1288735
10465,10465,8800000,2,9,1,36.2,6.5,2713726
10466,10466,2486760,1,11,2,68.66,17.7,2011866
10467,10467,3100000,2,5,2,45.0,6.0,658636
10468,10468,2850000,1,3,1,53.4,16.4,2799806
10469,10469,10000000,2,5,2,40.0,15.0,974382
10470,10470,4300000,3,4,2,40.0,6.0,2212179
10471,10471,9670000,3,14,1,38.0,9.0,1989750
10472,10472,2500000,9,9,2,42.0,9.0,2550379
10473,10473,7399860,21,25,2,54.39,9.52,1135864
10474,10474,2480000,2,10,1,43.0,10.0,2105611
10475,10475,880000,1,4,1,42.0,9.0,1465023
10476,10476,2900000,7,10,2,72.39,12.4,1192788
10477,10477,15550000,5,14,3,76.0,14.0,788381
10478,10478,4600000,8,9,4,74.8,26.4,1034706
10479,10479,9800000,4,15,3,100.0,19.0,1239118
10480,10480,9700000,18,19,2,55.92,10.9,2832650
10481,10481,12500000,5,8,2,65.0,12.0,2128077
10482,10482,7500000,22,22,1,39.0,11.4,2266791
10483,10483,9120000,3,5,2,48.0,7.0,1978015
10484,10484,2600000,2,15,1,27.0,6.0,1258225
10485,10485,7250000,12,19,3,75.0,9.3,898662
10486,10486,3300000,8,16,0,28.0,6.0,1444650
10487,10487,1150000,2,5,3,65.6,9.7,2119956
10488,10488,5900000,3,4,2,37.0,10.0,1476787
10489,10489,5600000,3,12,2,52.7,9.5,1583963
10490,10490,8500000,9,9,4,122.0,11.4,1199039
10491,10491,3750000,2,9,2,48.1,7.1,2538637
10492,10492,2990000,9,9,2,58.9,12.0,2138789
10493,10493,1170000,1,2,2,41.0,6.0,2221405
10494,10494,1650000,6,9,1,37.0,12.0,1701606
10495,10495,2800000,14,17,2,60.0,11.9,1559294
10496,10496,5990000,12,17,1,37.3,10.7,1945615
10497,10497,12439000,2,18,2,58.0,9.2,1820891
10498,10498,3170000,3,9,2,54.0,9.0,1388089
10499,10499,4124925,16,17,2,63.0,11.1,2674306
10500,10500,5500000,3,3,2,55.0,9.0,594692
10501,10501,4500000,12,21,1,40.2,12.9,2231964
10502,10502,4250000,4,7,1,44.0,11.0,2815782
10503,10503,1326080,13,16,1,32.72,8.0,1714364
10504,10504,6000000,4,9,2,47.0,7.0,2059803
10505,10505,7000000,10,16,3,97.7,15.0,1965264
10506,10506,5424772,13,15,2,50.95,11.2,2787253
10507,10507,1490000,3,5,1,25.0,6.0,1845227
10508,10508,1550000,7,9,1,31.5,9.0,2124845
10509,10509,2899000,1,5,2,42.3,6.0,1317977
10510,10510,2395000,1,9,1,41.0,9.0,1612120
10511,10511,10900000,10,12,3,124.0,19.0,1522625
10512,10512,3753150,5,24,2,57.3,9.0,1937515
10513,10513,3670000,2,9,3,68.5,7.5,2722800
10514,10514,10386522,7,12,3,64.0,8.0,2787524
10515,10515,7153000,11,25,2,70.9,18.19,2566526
10516,10516,1300000,1,5,2,44.0,7.0,2512260
10517,10517,5400000,8,9,1,33.0,7.0,2589939
10518,10518,1699000,5,9,1,34.8,7.1,1533577
10519,10519,5770000,3,17,3,80.5,14.4,1974468
10520,10520,2540000,6,10,1,42.0,9.0,2424440
10521,10521,12800000,11,22,2,61.0,11.7,1280035
10522,10522,1600000,1,2,2,39.0,6.0,2485683
10523,10523,3199000,2,5,2,43.4,6.1,865384
10524,10524,8000000,12,19,2,45.5,12.8,1730825
10525,10525,8600000,19,21,5,131.0,9.9,2819827
10526,10526,5700000,8,21,1,44.9,24.0,2462895
10527,10527,4700000,8,9,3,62.0,8.0,2780331
10528,10528,6300000,1,9,3,66.0,7.5,1145365
10529,10529,3350000,4,9,2,45.0,7.0,2264033
10530,10530,3500000,1,10,2,60.0,9.0,2799360
10531,10531,3690000,2,9,3,60.6,8.0,2295807
10532,10532,2700000,3,3,3,77.0,9.9,1350225
10533,10533,2950000,4,5,3,56.0,6.0,1154409
10534,10534,5380000,4,10,2,60.8,16.0,671312
10535,10535,3980000,5,5,2,49.6,7.3,1227399
10536,10536,16600000,7,16,3,75.1,10.5,2832551
10537,10537,12877618,12,13,2,96.8,34.02,2219008
10538,10538,5000000,12,16,4,106.0,16.0,2776520
10539,10539,3000000,5,5,2,57.9,9.2,1899321
10540,10540,5550000,12,17,1,35.0,9.0,893639
10541,10541,4739200,2,18,2,76.8,21.0,1197493
10542,10542,9769840,14,24,2,57.6,15.7,777379
10543,10543,1290000,5,9,1,28.9,9.0,1911692
10544,10544,1750000,1,9,1,34.0,9.5,891095
10545,10545,2400000,3,9,2,45.0,6.0,2214867
10546,10546,3100000,3,5,4,61.0,6.0,2116299
10547,10547,3900000,12,18,3,73.2,7.0,2192843
10548,10548,15734000,20,20,1,55.9,28.9,1021305
10549,10549,1790000,1,4,2,51.0,9.0,1746945
10550,10550,4750000,11,16,2,67.0,16.0,1613832
10551,10551,3209832,6,16,1,52.65,10.8,1504346
10552,10552,5600000,1,14,3,90.0,14.0,628116
10553,10553,7700000,3,3,3,82.0,25.0,1037042
10554,10554,3850000,1,9,2,53.0,9.0,1333113
10555,10555,8100000,3,10,3,98.0,15.0,2077307
10556,10556,2608000,8,21,2,45.77,6.4,777962
10557,10557,6919000,3,13,3,81.0,20.4,2688850
10558,10558,2250000,8,9,1,32.5,6.0,1240274
10559,10559,6500000,15,26,2,51.0,18.0,2231542
10560,10560,3250000,6,17,1,42.1,12.0,1070927
10561,10561,3100000,18,19,1,36.0,10.0,2812431
10562,10562,6500000,9,9,2,44.0,6.3,2620118
10563,10563,2800000,2,5,1,31.0,7.4,689574
10564,10564,5948600,10,16,2,60.7,13.5,1652202
10565,10565,5963000,5,8,2,89.0,15.3,1992708
10566,10566,4990000,5,5,2,50.0,10.0,1481786
10567,10567,5900000,16,19,1,46.0,10.0,2417426
10568,10568,2300000,3,5,2,51.5,8.0,2129294
10569,10569,1999000,7,9,1,36.0,6.0,2290437
10570,10570,9633852,6,12,2,50.0,23.9,1064258
10571,10571,4050000,4,9,2,54.7,9.0,2820782
10572,10572,4296000,20,21,1,45.0,15.0,1184084
10573,10573,6950000,4,6,3,100.0,11.0,2292383
10574,10574,9000000,16,17,2,67.0,14.0,764930
10575,10575,2100000,4,4,1,33.5,6.0,2106307
10576,10576,3950000,6,10,1,35.2,9.3,2607695
10577,10577,2500000,7,9,3,64.7,8.2,2105529
10578,10578,17000000,6,11,2,57.0,6.5,1217510
10579,10579,8000000,1,9,1,32.4,6.0,1968369
10580,10580,5800000,6,10,2,55.0,9.0,1642677
10581,10581,6400000,7,11,1,55.8,14.8,1426415
10582,10582,3800000,5,9,2,55.4,8.0,776792
10583,10583,1950000,10,10,0,39.35,7.0,1576892
10584,10584,7510000,5,5,2,47.9,6.3,2001222
10585,10585,3400000,14,17,1,42.3,8.9,695822
10586,10586,3900000,12,17,1,43.4,9.6,1725463
10587,10587,1600000,2,5,3,61.1,6.0,1775657
10588,10588,4500000,17,18,1,46.0,11.0,2611828
10589,10589,36500000,17,18,3,100.0,20.0,914999
10590,10590,3230000,8,15,1,38.0,15.5,1780388
10591,10591,4320000,1,9,2,53.0,8.3,1919411
10592,10592,5450000,7,16,1,50.0,13.0,2156978
10593,10593,7850000,15,17,1,37.7,7.5,2587345
10594,10594,4160000,4,4,2,56.7,10.5,1520595
10595,10595,3900000,20,25,1,50.0,11.0,2343355
10596,10596,5298720,2,28,2,63.84,12.3,2258558
10597,10597,17250000,11,32,1,43.4,10.0,2756232
10598,10598,4250000,4,5,3,60.0,23.0,860166
10599,10599,6590853,17,17,1,33.3,11.1,1601648
10600,10600,2050000,8,16,1,30.0,8.0,617743
10601,10601,8710000,9,9,2,44.0,6.0,1673255
10602,10602,11399000,13,18,4,92.0,12.5,1136565
10603,10603,4800000,6,10,3,69.0,9.3,2240505
10604,10604,8800000,2,5,2,42.0,10.0,2835020
10605,10605,1899000,1,5,1,31.0,6.0,788681
10606,10606,9200000,4,6,2,54.4,9.1,709582
10607,10607,2450000,4,5,1,30.0,6.0,2215655
10608,10608,12000000,5,5,2,53.0,9.0,786733
10609,10609,4490000,33,35,2,40.0,16.0,2306642
10610,10610,5370000,3,6,2,56.0,9.6,2088290
10611,10611,5053550,8,8,4,95.35,16.0,611267
10612,10612,3850000,10,10,2,43.0,15.0,2579279
10613,10613,8500000,3,16,1,39.0,7.4,1147560
10614,10614,4600000,10,14,2,37.9,8.2,1739475
10615,10615,1650000,4,5,4,72.3,9.0,1489292
10616,10616,1950000,4,5,2,45.9,6.4,1544129
10617,10617,9100000,11,12,2,37.9,6.4,2093030
10618,10618,10950000,5,25,2,59.4,10.0,957260
10619,10619,5500000,2,12,1,35.0,10.0,2393655
10620,10620,6000000,10,10,1,32.4,7.1,602879
10621,10621,1550000,6,10,1,35.7,8.0,1779459
10622,10622,3400000,2,9,1,32.0,6.0,2618022
10623,10623,8886810,14,17,3,71.38,13.3,2075112
10624,10624,30769000,13,16,1,85.0,37.6,1476600
10625,10625,6900000,7,17,1,38.0,12.0,1906637
10626,10626,5700000,2,13,1,52.0,11.0,845105
10627,10627,3660000,3,5,2,45.0,6.5,1947782
10628,10628,4200000,3,17,2,56.2,8.4,2178561
10629,10629,3999999,3,4,2,55.0,11.0,1981931
10630,10630,3350000,5,5,2,46.3,8.3,864526
10631,10631,4411000,9,16,1,40.0,16.8,1020832
10632,10632,2400000,4,25,1,39.0,9.9,2237235
10633,10633,15000000,19,24,3,113.3,17.0,2515150
10634,10634,10700000,4,14,2,57.0,9.0,730880
10635,10635,6193430,11,24,3,88.1,28.4,909566
10636,10636,2700000,1,9,3,65.7,8.0,1282597
10637,10637,3849000,4,16,2,58.0,13.0,1468556
10638,10638,6200000,2,9,2,51.0,8.5,1632062
10639,10639,2895000,20,23,1,38.6,12.4,1014654
10640,10640,2899999,7,9,3,68.0,8.0,1395160
10641,10641,13100000,21,23,3,88.5,11.0,2142985
10642,10642,4800000,2,5,1,49.2,10.9,1158419
10643,10643,3250000,4,17,2,53.7,8.4,2001525
10644,10644,3160000,6,10,3,65.6,9.0,2270707
10645,10645,6070000,4,9,2,65.0,12.0,1314459
10646,10646,1700000,5,5,2,47.0,6.0,1191168
10647,10647,4850000,4,16,2,60.0,12.0,926869
10648,10648,17000000,12,40,1,43.0,18.0,1152445
10649,10649,2570000,1,9,1,36.7,12.0,2059483
10650,10650,2250000,5,5,3,64.0,7.4,1425157
10651,10651,6500000,6,17,2,57.0,11.0,2691350
10652,10652,3450000,1,2,3,74.0,8.6,1438334
10653,10653,3200000,15,16,2,69.0,13.0,806777
10654,10654,4950000,2,5,3,58.0,6.0,1920759
10655,10655,18500000,3,5,4,95.5,14.5,1317647
10656,10656,7800000,3,17,1,34.3,8.3,1743611
10657,10657,2675000,12,12,2,62.47,13.0,2686064
10658,10658,5970000,4,5,2,68.8,9.6,900655
10659,10659,23900000,2,8,4,106.5,9.5,732469
10660,10660,9700000,4,15,1,35.0,16.9,1436184
10661,10661,2580000,3,5,2,56.0,9.0,2153054
10662,10662,1630000,2,5,2,44.0,6.0,876809
10663,10663,2500000,2,5,2,53.0,8.0,2267710
10664,10664,11200000,8,17,3,89.9,10.0,1631442
10665,10665,7600000,5,7,2,55.1,20.0,811524
10666,10666,2400000,2,5,1,32.0,6.0,628353
10667,10667,30896000,17,29,3,127.0,25.0,2504894
10668,10668,14500000,4,11,3,136.5,12.6,1384409
10669,10669,2649000,3,9,1,35.0,9.0,1769065
10670,10670,4400000,5,16,1,40.0,9.0,1869331
10671,10671,2646000,8,8,1,42.0,10.0,2405010
10672,10672,3000000,3,9,4,81.2,9.0,2281342
10673,10673,2880000,2,10,3,65.1,9.0,1446721
10674,10674,5400000,6,17,1,39.2,11.0,2050166
10675,10675,4150000,3,5,3,59.0,7.0,1902198
10676,10676,2700000,3,5,2,45.0,6.0,1792803
10677,10677,3950000,8,17,1,36.5,10.0,2706421
10678,10678,2136750,13,16,1,38.5,11.9,1350808
10679,10679,8650000,18,22,1,40.0,10.5,2163086
10680,10680,2600000,7,10,1,40.0,10.0,1999575
10681,10681,5100000,19,20,2,60.2,16.0,2728528
10682,10682,5100000,5,6,1,84.0,10.5,775852
10683,10683,5200000,6,21,1,40.9,11.0,2078392
10684,10684,4850000,11,12,1,40.4,9.8,1541488
10685,10685,1950000,3,3,1,25.0,7.0,1893321
10686,10686,13200000,17,21,4,121.0,17.0,2468279
10687,10687,3060000,4,5,2,48.1,8.8,1334037
10688,10688,5100000,9,13,1,33.6,12.6,2749932
10689,10689,4180000,7,7,1,46.3,11.0,2732038
10690,10690,18300000,1,9,3,72.0,8.5,2665217
10691,10691,4000000,1,17,1,39.8,12.0,2050166
10692,10692,5500000,4,4,2,79.0,12.0,680405
10693,10693,6650000,1,16,2,73.8,11.8,1727263
10694,10694,5800000,11,13,1,40.0,16.0,2366471
10695,10695,5900000,7,16,2,65.0,15.6,669301
10696,10696,5150000,13,20,1,37.0,9.8,2425417
10697,10697,6600000,4,9,2,82.0,15.0,1108851
10698,10698,4290000,2,12,1,29.0,6.2,2658371
10699,10699,5000000,12,25,3,44.8,19.8,2760062
10700,10700,2600000,5,5,3,63.0,15.0,2253040
10701,10701,1850000,2,4,2,46.3,7.0,2405083
10702,10702,9261370,6,15,3,76.1,8.8,1620465
10703,10703,920000,4,5,2,44.0,8.0,1255338
10704,10704,9750000,12,26,1,38.6,10.0,740591
10705,10705,4100000,4,4,3,58.0,6.0,2463370
10706,10706,7000000,4,5,3,83.7,9.4,1106522
10707,10707,3550000,9,16,2,54.0,11.0,691501
10708,10708,2200000,4,5,2,37.0,6.0,2150868
10709,10709,2431899,10,24,1,40.33,12.7,2833006
10710,10710,2300000,3,5,2,51.0,8.6,2548054
10711,10711,5500000,19,20,2,61.0,13.7,1636916
10712,10712,4600000,9,10,2,48.0,8.1,792644
10713,10713,1450000,5,5,2,46.0,6.0,763988
10714,10714,8800000,17,17,1,43.5,11.4,741550
10715,10715,5400000,7,9,5,87.0,10.0,1365540
10716,10716,7000000,2,3,1,30.0,6.0,1165964
10717,10717,35000000,7,8,3,100.0,12.0,2628479
10718,10718,3500000,3,16,1,39.0,13.0,2359960
10719,10719,4300000,13,14,1,46.0,11.0,1363834
10720,10720,6300000,9,25,1,34.5,17.3,778667
10721,10721,2450000,3,20,1,36.45,14.4,2429866
10722,10722,9500000,11,17,3,74.0,11.0,2739536
10723,10723,2670000,3,9,2,49.6,9.0,1040979
10724,10724,4500000,6,10,2,57.3,11.0,1796610
10725,10725,3300000,5,5,3,62.0,9.0,1777319
10726,10726,13990000,1,5,3,74.3,8.1,1014455
10727,10727,9490000,18,25,2,62.0,11.0,667861
10728,10728,3570000,3,8,2,70.0,17.0,784903
10729,10729,5360000,2,7,2,60.3,10.6,1163683
10730,10730,1550000,1,5,1,32.0,6.0,2538064
10731,10731,7500000,7,24,1,35.7,12.0,1803045
10732,10732,1800000,2,3,3,56.0,7.0,1184718
10733,10733,2700000,4,10,1,47.0,13.0,2791291
10734,10734,6100000,6,13,1,37.8,16.0,2468202
10735,10735,2300000,8,9,0,24.0,9.0,2693213
10736,10736,11000000,1,9,2,43.0,6.0,2167866
10737,10737,2700000,23,24,1,41.0,11.3,1448919
10738,10738,5300000,6,15,2,83.0,13.0,2547490
10739,10739,6990000,4,5,0,29.0,9.0,1979940
10740,10740,4090000,19,19,2,63.7,14.0,2373291
10741,10741,4100000,2,5,3,61.3,7.5,863645
10742,10742,7022910,3,25,1,39.3,11.2,1187583
10743,10743,2000000,3,9,1,29.0,6.0,912141
10744,10744,15817500,11,20,1,33.3,8.0,2072957
10745,10745,2780000,4,4,2,44.0,6.5,1250488
10746,10746,3700000,24,24,1,43.5,12.5,703430
10747,10747,3387840,9,10,3,70.58,10.2,847711
10748,10748,7500000,3,16,2,42.0,8.5,1983863
10749,10749,7556340,2,16,1,36.5,11.3,1008482
10750,10750,5649000,8,9,1,31.0,8.0,1073669
10751,10751,2450000,2,5,1,30.0,17.0,2764624
10752,10752,11000000,1,4,1,40.0,9.6,2377649
10753,10753,3100000,1,9,1,38.1,6.0,805903
10754,10754,6603200,2,17,1,41.27,14.8,704856
10755,10755,7070000,15,25,2,72.95,13.8,1782647
10756,10756,5100000,5,9,3,66.8,9.0,2177158
10757,10757,1900000,1,10,1,38.0,8.0,1640782
10758,10758,2100000,1,9,1,32.0,8.0,2533338
10759,10759,4487600,14,17,3,86.3,13.5,1293864
10760,10760,12500000,2,16,4,125.0,10.0,2167864
10761,10761,5510000,15,16,2,60.0,11.6,1237215
10762,10762,9749000,12,12,2,54.8,10.1,2102521
10763,10763,3200000,4,10,1,45.0,10.0,2415201
10764,10764,12350000,2,9,2,43.9,6.7,1668989
10765,10765,3100002,8,9,3,73.0,8.0,919481
10766,10766,12700000,8,11,2,38.0,8.0,1340573
10767,10767,3300000,6,9,1,32.0,7.0,1984153
10768,10768,4990000,8,25,3,56.5,6.0,1240911
10769,10769,8500000,5,10,3,60.6,25.3,1914228
10770,10770,3600000,4,16,1,42.7,14.1,591036
10771,10771,3200000,4,9,3,70.0,9.0,2250980
10772,10772,4000000,2,4,3,75.0,8.0,897443
10773,10773,1369000,1,5,1,30.5,6.4,1659377
10774,10774,2050000,4,5,2,41.0,6.0,863758
10775,10775,11261360,9,32,1,38.2,19.0,665335
10776,10776,4000000,10,17,2,55.0,7.8,2527584
10777,10777,4909508,2,16,1,37.3,9.2,2466154
10778,10778,5600000,4,10,3,65.0,10.0,2558200
10779,10779,4147920,18,18,1,32.9,16.9,1766815
10780,10780,2950000,6,10,1,43.0,8.7,2103780
10781,10781,4150000,7,9,1,46.0,13.0,1869826
10782,10782,7361550,2,13,1,36.9,9.6,2525346
10783,10783,30000000,21,26,2,78.0,9.0,1622647
10784,10784,1650000,9,9,1,33.0,6.5,784295
