,id,price,level,levels,rooms,area,kitchen_area,house_id
3207,3207,1850000,1,5,1,29.42,6.0,2507029
3208,3208,5500000,11,17,2,64.41,16.27,2220098
3209,3209,7250000,2,5,2,43.0,6.0,1521901
3210,3210,2500000,3,7,2,57.0,6.0,2699862
3211,3211,4800000,3,3,4,83.0,8.2,1191576
3212,3212,34000000,6,12,2,70.0,13.0,2085094
3213,3213,4162950,8,23,1,31.9,7.3,1369322
3214,3214,4285410,11,24,1,42.2,12.6,1887582
3215,3215,6500000,6,9,2,52.0,30.1,2025981
3216,3216,9784890,14,22,2,66.0,10.0,831406
3217,3217,3100000,9,10,2,34.0,8.0,926322
3218,3218,1750000,5,9,1,33.0,7.0,2763353
3219,3219,1600000,3,3,3,55.0,7.0,1367257
3220,3220,1770000,8,9,1,35.0,8.7,1056621
3221,3221,5849000,1,20,1,33.3,7.0,1514994
3222,3222,2425000,15,25,1,40.0,12.2,2819354
3223,3223,2750000,9,9,1,40.0,12.0,644350
3224,3224,6990000,7,17,1,52.0,12.0,2137736
3225,3225,15200000,1,14,2,52.0,9.0,1909625
3226,3226,7500000,6,7,4,107.0,12.0,1206545
3227,3227,12400000,7,12,3,83.0,16.4,1893095
3228,3228,6250000,5,21,1,34.0,10.0,2633362
3229,3229,4267200,12,19,3,88.9,13.2,2140031
3230,3230,4707440,5,22,2,65.2,16.7,1002190
3231,3231,10590000,2,12,3,133.0,22.4,1071565
3232,3232,6187500,15,20,3,75.0,12.5,2669642
3233,3233,5000000,3,17,2,64.8,9.0,1133400
3234,3234,4550000,4,10,1,33.7,9.9,1466692
3235,3235,8350000,2,5,3,70.0,32.0,2698399
3236,3236,2770000,8,16,0,27.0,6.0,2837815
3237,3237,15133000,20,22,3,81.8,14.4,2370796
3238,3238,1300000,3,14,1,34.0,9.0,2329759
3239,3239,9990000,5,5,1,31.5,6.0,2606485
3240,3240,5500000,5,16,2,62.0,12.0,1877260
3241,3241,5800000,3,17,1,40.0,14.0,2178987
3242,3242,2960000,3,5,1,33.0,6.0,1543324
3243,3243,4780000,2,5,2,45.0,6.0,2010590
3244,3244,5000000,3,10,3,63.0,10.0,2645310
3245,3245,3290000,9,25,1,38.0,10.6,1149738
3246,3246,9160000,3,10,1,43.0,10.2,1912846
3247,3247,2650000,7,9,1,37.5,7.8,1784672
3248,3248,1200000,1,10,1,37.0,9.0,2686445
3249,3249,2300000,2,5,2,37.0,6.4,2251365
3250,3250,8100000,6,16,3,75.0,19.0,1587063
3251,3251,13663200,9,22,2,56.93,19.5,2168306
3252,3252,5610150,6,6,4,124.67,12.78,1097214
3253,3253,8250000,4,12,3,70.8,8.9,2025930
3254,3254,2100000,4,4,2,57.0,9.0,640004
3255,3255,1548000,2,10,1,37.75,10.2,1092359
3256,3256,6700000,1,2,3,110.0,30.0,2326707
3257,3257,5600000,6,12,1,45.6,10.7,1526240
3258,3258,9900000,25,25,1,35.0,8.0,1833499
3259,3259,1500000,1,9,1,30.0,7.0,1715362
3260,3260,4060000,8,10,2,61.0,10.0,1143527
3261,3261,2250000,4,5,3,65.0,6.8,2219629
3262,3262,12790000,10,16,2,59.0,10.0,2380274
3263,3263,4300000,3,4,1,44.5,15.0,688596
3264,3264,11900000,8,9,3,51.0,6.0,1044088
3265,3265,4350000,16,19,1,32.0,6.0,792406
3266,3266,12214440,14,28,2,52.4,19.8,1839600
3267,3267,11471297,9,14,2,56.4,14.2,2403357
3268,3268,2790000,4,4,2,44.0,6.0,1897227
3269,3269,43692264,5,6,2,122.1,37.8,895460
3270,3270,3830000,3,9,3,53.0,8.0,776888
3271,3271,4800000,3,6,0,25.0,7.0,2340978
3272,3272,7899000,5,5,3,60.8,25.0,1209280
3273,3273,7350000,4,15,2,49.0,10.0,1255095
3274,3274,18854360,5,17,4,93.2,13.8,1047221
3275,3275,9729000,2,11,1,36.0,10.0,1620121
3276,3276,3200000,1,5,2,49.0,8.0,1183790
3277,3277,1490000,2,3,4,69.0,9.0,1893680
3278,3278,7000000,5,6,3,115.0,25.0,1697465
3279,3279,3880000,2,9,2,45.0,7.0,2161961
3280,3280,6531000,5,5,3,81.2,9.9,1692394
3281,3281,3650000,7,10,2,49.0,6.0,1995186
3282,3282,4750000,1,5,3,69.0,10.8,1913917
3283,3283,4380000,5,5,3,58.0,7.0,2519057
3284,3284,2870000,5,9,1,33.7,8.0,1365504
3285,3285,3497400,4,10,2,62.7,11.5,1703881
3286,3286,2348000,4,4,2,44.0,6.0,1794895
3287,3287,1330000,2,4,2,44.0,6.0,2106724
3288,3288,5999000,6,19,1,35.65,16.8,1049295
3289,3289,1185000,2,2,2,42.0,8.0,2018174
3290,3290,4421500,6,10,3,88.43,16.03,2585576
3291,3291,3450000,5,5,3,58.0,7.0,1264760
3292,3292,7200000,21,23,1,38.0,11.0,957260
3293,3293,1980000,5,5,2,44.0,6.0,1568163
3294,3294,4900000,5,16,1,57.4,13.0,2037016
3295,3295,4824880,4,23,1,32.8,16.1,2381326
3296,3296,2080000,5,5,2,44.6,6.2,2613916
3297,3297,2250000,5,9,1,36.0,11.0,697591
3298,3298,5700000,4,4,3,64.0,10.0,798173
3299,3299,2810000,11,17,2,58.66,11.2,1079734
3300,3300,3000800,1,5,1,34.0,9.0,1087744
3301,3301,4000000,3,19,1,48.0,14.9,1459931
3302,3302,43880000,3,7,3,109.7,17.1,1314813
3303,3303,28600000,5,12,2,63.0,14.0,1402832
3304,3304,4250000,5,18,2,43.0,17.0,2637019
3305,3305,4380000,8,17,3,87.0,16.0,997746
3306,3306,4890000,3,5,3,56.0,6.0,2404259
3307,3307,12800000,7,9,3,57.3,6.0,1670303
3308,3308,5040000,8,8,1,33.6,6.0,2060060
3309,3309,25500000,2,6,2,64.8,8.0,2477146
3310,3310,3188000,13,18,1,47.47,12.9,1229277
3311,3311,4990000,2,3,2,51.0,11.0,1136845
3312,3312,8998000,19,25,2,63.0,10.0,1268723
3313,3313,1840000,5,5,1,30.0,6.4,594720
3314,3314,39900000,11,12,2,80.6,15.0,1501727
3315,3315,3649999,12,12,2,49.0,9.2,1399142
3316,3316,7600000,1,4,2,62.0,18.0,1513880
3317,3317,10990000,2,9,3,72.0,8.0,1540862
3318,3318,4159000,1,5,2,43.0,6.5,2391562
3319,3319,1350000,6,9,1,37.7,7.0,1375910
3320,3320,2000000,5,5,1,31.0,6.0,2275407
3321,3321,12000000,5,12,3,80.0,15.0,797277
3322,3322,7000000,9,9,3,68.0,10.0,872572
3323,3323,4850000,10,25,3,75.0,12.0,2642452
3324,3324,7600000,5,16,2,64.0,20.0,1374181
3325,3325,4500000,9,9,4,72.1,8.4,1893753
3326,3326,10800000,3,4,2,50.0,14.0,2765299
3327,3327,16416000,4,5,2,72.0,9.0,2141968
3328,3328,8900000,1,5,2,45.0,6.0,660990
3329,3329,8700000,6,9,2,44.7,6.0,1936835
3330,3330,9305280,5,18,3,86.4,22.4,2708540
3331,3331,10400000,11,12,1,53.5,9.0,2026294
3332,3332,4080000,8,9,3,56.3,7.5,1729745
3333,3333,1800000,2,5,3,55.0,6.0,1873642
3334,3334,3920000,1,4,1,35.7,15.6,1575871
3335,3335,4150000,1,4,1,29.8,6.0,1259086
3336,3336,25000000,4,16,3,120.0,35.0,2105381
3337,3337,9100000,5,12,1,35.1,10.0,1235425
3338,3338,3100000,4,19,1,38.0,11.5,938688
3339,3339,3300000,4,9,2,48.3,7.9,692265
3340,3340,15000000,3,11,1,47.0,10.0,2631009
3341,3341,2160000,8,9,1,31.6,10.8,2391149
3342,3342,3200000,2,5,4,77.2,8.0,1253528
3343,3343,4250000,4,4,2,48.0,10.0,2761040
3344,3344,29900000,17,20,3,86.5,15.0,2822373
3345,3345,1790000,1,5,2,42.5,6.8,2156216
3346,3346,4310000,17,17,2,55.6,8.6,1933897
3347,3347,16000000,13,18,2,58.1,10.5,1876445
3348,3348,7700000,6,15,3,84.8,13.8,1670065
3349,3349,2650000,8,10,2,53.2,8.2,1754450
3350,3350,12200000,4,8,1,49.2,13.5,895460
3351,3351,14400000,2,5,3,121.1,14.7,2656680
3352,3352,3796244,6,24,2,61.71,14.1,2805995
3353,3353,25700000,9,16,1,42.0,10.0,840599
3354,3354,2400000,4,5,2,57.0,9.0,910739
3355,3355,2770000,2,9,2,52.0,9.0,2810196
3356,3356,5900000,10,17,3,102.0,12.0,2667373
3357,3357,3014000,13,16,2,45.25,8.0,2764836
3358,3358,3410000,8,16,1,40.0,10.0,1671428
3359,3359,1850000,1,5,3,68.9,8.5,2575210
3360,3360,5680000,4,20,3,83.0,15.0,2137489
3361,3361,2900000,4,4,2,47.0,9.2,1492769
3362,3362,1280000,3,5,1,34.5,7.0,1164271
3363,3363,7695600,9,9,1,36.3,17.2,1479672
3364,3364,10990000,3,9,2,45.0,6.7,989166
3365,3365,6860000,22,24,1,35.7,11.9,1803045
3366,3366,6000000,3,15,3,88.3,12.0,763730
3367,3367,2960000,2,9,1,37.0,9.0,1827241
3368,3368,3000000,5,5,3,58.9,6.0,2573559
3369,3369,2650000,2,7,1,42.0,14.0,1748907
3370,3370,4200000,1,4,2,42.1,10.2,1903667
3371,3371,4300000,10,10,4,78.3,8.8,883642
3372,3372,2680000,1,5,1,38.4,8.0,933636
3373,3373,3250000,2,5,3,59.0,6.5,2591808
3374,3374,14250000,3,9,2,42.0,6.0,1808524
3375,3375,7000000,2,14,3,110.0,25.0,1394008
3376,3376,14350000,3,12,2,80.0,20.0,1064258
3377,3377,4170000,3,9,2,52.6,8.2,1169124
3378,3378,3400800,5,22,2,56.7,13.4,2175005
3379,3379,2450000,7,10,1,42.0,8.8,1984567
3380,3380,1450000,5,10,1,33.0,8.0,1665066
3381,3381,26934660,17,20,2,55.8,20.7,2771634
3382,3382,2490000,10,10,1,40.1,12.0,2302457
3383,3383,3550000,3,10,3,87.0,12.0,2192843
3384,3384,5700000,3,15,1,32.5,8.0,1427199
3385,3385,4084650,12,24,1,31.3,15.4,2381326
3386,3386,2592375,8,9,2,55.75,9.6,901194
3387,3387,2000000,8,9,1,37.0,18.7,2753161
3388,3388,2400000,2,4,2,42.0,6.0,592221
3389,3389,7700000,9,20,3,96.0,17.0,1629513
3390,3390,1850000,8,10,0,32.6,6.5,2545977
3391,3391,5300000,2,2,1,34.6,14.8,1480454
3392,3392,4700000,24,24,1,29.7,8.0,829082
3393,3393,2100000,2,5,2,45.0,6.0,1944333
3394,3394,11150000,8,9,2,54.0,8.0,2146623
3395,3395,12100000,13,14,2,52.0,8.0,1808214
3396,3396,1400000,1,3,3,56.0,8.0,1926572
3397,3397,4799000,6,15,1,51.5,12.4,1100596
3398,3398,3000000,1,5,3,56.0,6.0,1457653
3399,3399,5800000,11,15,1,41.5,10.0,2197959
3400,3400,4500000,2,5,3,61.0,6.0,2345870
3401,3401,3580000,4,6,2,63.1,11.5,2325789
3402,3402,3600000,1,6,3,82.0,16.0,1764733
3403,3403,3700000,4,5,2,50.0,8.0,2521980
3404,3404,2670000,2,22,2,60.0,11.0,1866839
3405,3405,1670000,10,10,1,40.3,9.0,1360321
3406,3406,9999000,7,19,2,57.0,11.0,2800266
3407,3407,8000000,8,25,1,41.0,10.0,1522412
3408,3408,4890000,11,16,2,68.0,11.8,1808573
3409,3409,16964400,6,7,1,39.0,12.0,1234492
3410,3410,2100000,4,5,3,50.0,6.0,608819
3411,3411,12400000,10,14,2,87.5,8.9,1802095
3412,3412,3400000,8,16,2,51.8,10.0,1625522
3413,3413,2500000,4,17,1,44.0,12.0,1974468
3414,3414,4100000,1,5,2,52.0,9.0,2183675
3415,3415,14000000,2,5,2,48.2,7.3,2616592
3416,3416,4900000,8,19,1,55.6,14.0,2236295
3417,3417,8800000,1,9,1,32.6,6.7,1393670
3418,3418,4887200,18,22,2,65.6,24.1,1002190
3419,3419,4500000,8,10,1,34.0,12.4,612734
3420,3420,1500000,1,2,2,39.0,6.0,2700234
3421,3421,5300000,3,5,2,44.0,6.0,2627896
3422,3422,2200000,6,10,1,40.0,11.0,634613
3423,3423,11000000,5,5,3,78.0,8.0,1430341
3424,3424,5250000,4,10,3,71.9,8.8,1047749
3425,3425,10053223,6,10,3,77.1,18.0,2398909
3426,3426,14300000,1,17,2,58.4,10.4,2327651
3427,3427,3400000,2,5,2,44.0,6.0,720792
3428,3428,3400000,5,24,1,42.5,12.8,1578633
3429,3429,2000000,2,5,3,74.1,9.0,1186823
3430,3430,13500000,5,9,2,43.8,7.5,695495
3431,3431,7400000,24,28,1,54.9,24.0,1221304
3432,3432,3200000,5,5,1,31.7,6.6,710670
3433,3433,4200000,12,17,1,46.1,12.0,820212
3434,3434,11085646,18,20,2,57.66,16.35,1912161
3435,3435,4164315,14,22,1,36.69,18.7,2436022
3436,3436,12900000,3,9,2,40.0,6.0,1545817
3437,3437,2450000,7,10,2,50.0,13.0,2192843
3438,3438,10850000,6,12,2,47.0,7.0,1003995
3439,3439,7700000,5,5,3,90.0,14.0,1219484
3440,3440,7500000,3,11,2,73.0,13.5,1073080
3441,3441,2680000,1,4,5,93.8,12.0,2028877
3442,3442,6800000,4,9,2,50.0,9.5,1395330
3443,3443,2669000,2,16,1,40.2,11.0,2366668
3444,3444,13469600,27,29,0,29.8,20.1,2553025
3445,3445,4300000,9,10,2,56.0,9.0,2563800
3446,3446,3590000,2,14,1,41.7,12.9,2707958
3447,3447,4200000,3,9,2,43.0,7.0,2722537
3448,3448,11782960,7,25,3,84.3,13.3,995688
3449,3449,3268300,14,16,1,67.0,13.4,1613607
3450,3450,12999000,5,17,3,106.3,16.6,1126377
3451,3451,7750000,2,9,3,56.5,6.5,2273384
3452,3452,2550000,1,4,2,57.0,8.0,1681502
3453,3453,1950000,3,9,1,37.8,9.2,1088747
3454,3454,7950000,15,16,2,59.6,7.7,2709476
3455,3455,6190000,5,25,1,38.13,11.45,1135864
3456,3456,6700000,5,12,2,52.0,9.7,1263012
3457,3457,10848260,7,11,2,59.7,13.0,2204137
3458,3458,5950000,4,5,1,34.0,11.0,688502
3459,3459,1900000,1,5,2,49.0,8.0,1405914
3460,3460,2197555,10,17,1,35.57,10.12,2613203
3461,3461,43084140,13,14,4,95.7,28.6,2759390
3462,3462,3799000,16,18,3,89.1,13.4,1517909
3463,3463,6550000,4,16,2,61.0,13.0,994816
3464,3464,2450000,7,9,2,50.9,8.2,1107930
3465,3465,2250000,2,5,2,50.3,8.0,2203762
3466,3466,1960000,5,5,1,32.0,7.0,2447637
3467,3467,4684000,4,12,1,40.8,10.5,2254206
3468,3468,16950000,19,22,3,81.0,27.0,1989631
3469,3469,2800000,3,9,1,40.0,8.0,1174599
3470,3470,8700000,7,25,1,41.0,9.0,2006315
3471,3471,10286000,13,17,2,74.0,12.4,1918817
3472,3472,13800000,7,9,3,118.0,20.0,1142517
3473,3473,3990000,6,10,3,59.0,9.0,1576892
3474,3474,5500000,4,5,2,52.0,8.0,2720510
3475,3475,11499999,9,10,1,34.4,9.5,1409698
3476,3476,15000000,12,16,4,135.0,35.0,2706305
3477,3477,2240000,10,10,1,53.0,12.0,1908798
3478,3478,2490000,4,5,2,45.0,6.3,2302655
3479,3479,4250000,5,19,1,41.0,12.0,1629513
3480,3480,3180000,4,12,1,30.0,7.0,2495401
3481,3481,4200000,1,10,3,70.0,10.0,1170608
3482,3482,2466000,9,24,1,36.0,9.5,1262818
3483,3483,4100000,2,5,2,49.2,6.2,2349047
3484,3484,1010000,1,5,1,32.0,6.0,1899146
3485,3485,3350000,8,9,3,54.0,7.0,2598548
3486,3486,5750000,8,10,3,68.0,19.5,939007
3487,3487,5270000,6,16,2,80.6,15.0,1902461
3488,3488,5990000,19,24,1,48.1,17.4,2172393
3489,3489,10500000,9,9,2,44.0,6.0,1282569
3490,3490,7800000,16,17,1,41.0,10.6,909188
3491,3491,9290000,3,12,1,39.0,9.0,2833619
3492,3492,3900000,4,9,1,35.5,7.0,1536318
3493,3493,4980000,18,27,1,45.5,13.8,1696407
3494,3494,6250000,3,9,1,40.0,8.0,2392800
3495,3495,2290000,1,2,1,26.0,9.0,1178389
3496,3496,1450000,1,5,1,30.0,6.0,778568
3497,3497,3000000,10,10,4,78.0,8.4,618139
3498,3498,3000000,2,3,4,74.0,12.0,1260625
3499,3499,3050000,2,9,3,70.6,9.0,2834538
3500,3500,3800000,4,9,2,50.2,9.0,2598124
3501,3501,6835000,2,25,1,41.5,12.0,1135864
3502,3502,2750000,1,3,3,63.0,8.0,1131657
3503,3503,5250000,3,22,1,41.2,11.0,1791720
3504,3504,14200000,6,9,3,64.0,7.0,2304782
3505,3505,7150000,7,25,1,41.3,11.4,671695
3506,3506,9200000,9,9,1,39.3,6.0,1673570
3507,3507,9000000,2,10,2,45.0,8.0,1874802
3508,3508,7566480,15,28,0,27.9,8.2,1839600
3509,3509,13850000,21,23,3,90.0,19.0,1031239
3510,3510,1850000,8,10,1,43.0,9.0,646960
3511,3511,4804193,5,17,3,90.8,22.9,2035850
3512,3512,5100000,4,9,3,64.8,9.0,1314783
3513,3513,9800000,1,14,1,38.0,10.0,1422020
3514,3514,1230000,2,5,1,31.0,6.0,2818960
3515,3515,2260000,1,9,2,51.7,9.0,2596580
3516,3516,5500000,12,12,1,38.5,10.2,1183909
3517,3517,3900000,1,9,3,65.5,9.0,2179808
3518,3518,3800000,10,16,1,38.0,11.0,1996408
3519,3519,5750000,2,17,1,48.9,12.2,1943416
3520,3520,9420000,12,15,2,50.28,14.04,766313
3521,3521,2476950,15,24,1,33.7,11.9,1262818
3522,3522,1850000,1,9,1,32.0,6.0,1950912
3523,3523,5000000,5,5,2,48.0,6.0,2543967
3524,3524,3650000,4,5,1,30.1,6.0,957799
3525,3525,8600000,2,25,3,86.0,12.6,1640278
3526,3526,4700000,5,5,1,41.0,17.0,2606560
3527,3527,9867000,11,17,1,42.9,16.6,681709
3528,3528,2300000,1,5,2,39.0,7.0,1928872
3529,3529,32264400,6,26,2,64.4,21.9,1939944
3530,3530,3500000,14,14,1,40.0,10.0,2202867
3531,3531,8700000,3,17,3,76.42,10.98,2581322
3532,3532,11036075,1,11,2,59.28,13.86,1912846
3533,3533,1850000,3,9,1,34.0,9.0,2064516
3534,3534,4190000,5,10,2,63.3,12.0,1953014
3535,3535,5157120,6,25,0,27.0,6.9,1317346
3536,3536,9300000,4,12,1,47.0,13.3,2810569
3537,3537,3750000,8,10,2,66.0,12.3,2013191
3538,3538,1400000,7,7,1,36.0,10.0,1174941
3539,3539,6214975,5,25,3,84.0,12.0,1535402
3540,3540,2350000,2,9,2,47.0,9.0,1809909
3541,3541,3550000,3,9,1,33.0,9.0,1167731
3542,3542,9300000,3,3,3,80.0,14.0,1535231
3543,3543,3300000,10,23,1,43.0,20.0,2394742
3544,3544,3580000,7,16,1,36.5,9.6,1269101
3545,3545,4328000,4,9,1,38.0,10.7,1004939
3546,3546,15500000,12,21,2,40.0,16.0,1096334
3547,3547,2567000,11,18,1,40.0,9.0,2143184
3548,3548,3010000,5,14,1,35.1,9.0,1364778
3549,3549,4300000,3,10,3,68.0,9.0,1386212
3550,3550,22800000,12,41,1,40.2,9.0,728865
3551,3551,3150000,6,9,1,32.0,6.0,1947871
3552,3552,10500000,9,12,3,61.8,8.0,705390
3553,3553,4585000,9,10,2,66.6,20.0,1965961
3554,3554,7900000,2,8,1,47.3,15.7,909188
3555,3555,4300000,5,12,1,35.8,6.0,1720841
3556,3556,4520000,11,18,1,33.32,9.2,1308012
3557,3557,3850000,12,16,2,55.98,15.7,2631782
3558,3558,2250000,12,12,2,51.0,9.0,870797
3559,3559,2800000,3,8,3,56.0,15.0,1097390
3560,3560,1950000,3,9,1,46.0,12.0,1050073
3561,3561,11738400,5,25,2,70.08,21.4,2012990
3562,3562,2470000,13,25,1,33.0,9.0,753599
3563,3563,3060000,3,5,1,31.7,6.0,2155424
3564,3564,13000000,4,11,3,120.0,40.0,825463
3565,3565,5050000,2,10,2,54.0,8.0,1802054
3566,3566,3400000,5,5,3,60.0,7.5,1092938
3567,3567,5000000,1,10,2,68.0,9.0,2507032
3568,3568,7900000,6,17,2,56.0,12.0,823771
3569,3569,3300000,3,5,1,30.5,9.0,1960415
3570,3570,4300000,7,16,2,64.2,9.0,1244035
3571,3571,11300000,16,16,2,54.0,9.0,759400
3572,3572,9170000,4,10,4,90.0,11.0,1922080
3573,3573,2707500,2,24,1,36.1,11.3,1262818
3574,3574,7250000,1,9,3,80.1,13.1,1616072
3575,3575,5590000,3,6,3,103.0,30.0,1546724
3576,3576,11200000,6,18,3,105.1,25.0,1130082
3577,3577,3800000,4,9,2,57.0,8.0,2009227
3578,3578,3000000,1,3,2,44.0,6.0,1021638
3579,3579,8540000,3,4,2,82.0,26.6,971093
3580,3580,3700000,2,17,1,42.5,11.0,803078
3581,3581,3710700,8,10,1,42.0,19.4,1975308
3582,3582,4100000,3,8,1,39.0,9.3,1789714
3583,3583,13950000,10,17,2,54.0,9.0,2787774
3584,3584,7300000,1,9,2,56.0,8.0,2445599
3585,3585,4300000,5,9,1,51.0,14.8,2172517
3586,3586,7190000,2,21,2,80.0,21.0,1811482
3587,3587,2270000,1,5,2,42.0,6.0,2249115
3588,3588,5450000,6,9,3,86.0,14.0,2289592
3589,3589,4000000,3,5,2,44.0,6.0,1755629
3590,3590,1250000,1,9,1,33.0,9.0,2083932
3591,3591,2500000,2,5,2,52.6,10.3,1985373
3592,3592,26000000,3,22,2,75.0,18.0,1423621
3593,3593,5490000,8,10,1,43.2,10.8,2422305
3594,3594,1490000,2,4,1,30.7,6.2,2159492
3595,3595,4542000,8,9,3,73.0,11.0,2581737
3596,3596,14200000,11,22,3,79.0,10.0,2495239
3597,3597,2450000,1,5,2,44.0,8.0,2345151
3598,3598,1515000,2,5,3,49.7,6.0,2457608
3599,3599,2933641,2,16,2,61.36,10.0,2322630
3600,3600,3537940,22,25,1,50.01,17.25,1112522
3601,3601,27468070,7,9,2,73.4,20.0,1483611
3602,3602,2506480,10,25,1,36.86,9.1,1702954
3603,3603,4000000,2,5,2,45.0,6.5,2676220
3604,3604,2458500,12,17,1,33.0,10.2,2085779
3605,3605,1400000,5,5,1,31.0,7.0,2828664
3606,3606,6186227,2,15,2,59.9,6.0,1379232
3607,3607,3100000,1,4,1,37.8,10.0,2731879
3608,3608,3900000,4,4,2,61.3,8.0,1252355
3609,3609,4160000,9,9,3,63.0,9.0,2595366
3610,3610,5700000,14,16,2,66.0,15.0,1145499
3611,3611,2970000,3,10,0,31.2,7.0,788501
3612,3612,2900000,1,10,2,51.0,9.0,2761269
3613,3613,3200000,7,9,2,52.0,10.0,1173589
3614,3614,9877494,1,3,2,58.12,20.97,1369322
3615,3615,2250000,9,9,2,44.0,6.2,1737546
3616,3616,6000050,12,19,3,72.7,11.0,2681561
3617,3617,7000000,15,24,1,34.5,16.0,1803045
3618,3618,5500000,8,9,3,64.0,12.0,942968
3619,3619,12000000,24,25,2,61.0,12.0,1187888
3620,3620,2300000,2,2,2,51.1,7.8,1087744
3621,3621,10201850,5,9,2,96.0,20.7,1100312
3622,3622,2650000,1,9,2,53.0,9.0,2356472
3623,3623,4600000,7,17,2,59.8,11.2,1076898
3624,3624,3050000,1,5,2,42.6,7.6,761753
3625,3625,2700000,6,9,4,68.0,7.0,2552994
3626,3626,2900000,5,9,1,35.0,9.0,1937641
3627,3627,2450000,1,3,1,37.7,9.5,1556051
3628,3628,1600000,5,5,2,42.0,6.0,2445704
3629,3629,9866240,4,7,3,77.0,14.7,2067486
3630,3630,13200000,19,24,3,75.1,10.6,1194825
3631,3631,3050000,7,12,1,42.0,11.0,2620643
3632,3632,4400000,2,3,2,57.0,9.5,597796
3633,3633,7900000,3,15,1,38.8,7.0,737562
3634,3634,2250000,2,5,1,31.0,8.0,1611771
3635,3635,9000000,4,9,3,62.0,9.3,1090179
3636,3636,20800000,23,24,2,69.0,20.0,627155
3637,3637,3770000,5,5,4,63.0,6.0,706286
3638,3638,14000000,4,22,2,60.2,13.3,987218
3639,3639,7500000,10,12,1,37.9,8.8,2769503
3640,3640,2780000,3,9,1,37.0,8.0,1293059
3641,3641,11500000,10,24,3,104.6,14.0,1815816
3642,3642,18000000,2,7,3,79.4,8.7,1283514
3643,3643,6980270,5,23,1,34.1,9.3,818580
3644,3644,3800000,12,14,2,47.0,8.0,2361021
3645,3645,5200000,6,16,1,60.1,9.5,2487845
3646,3646,7650000,7,15,2,76.5,12.1,2487833
3647,3647,17292000,4,7,1,46.2,10.5,1846997
3648,3648,5370000,6,11,3,76.9,13.0,1924617
3649,3649,3350000,11,16,2,46.5,10.0,2280003
3650,3650,5300000,4,4,4,96.9,8.0,1792012
3651,3651,17762369,8,8,1,48.42,17.5,895460
3652,3652,3100000,2,13,1,41.39,9.9,819777
3653,3653,13900000,7,10,3,90.6,13.2,2484205
3654,3654,1485000,5,5,1,23.0,6.0,2005789
3655,3655,6600000,2,5,3,100.0,15.0,950121
3656,3656,3500000,7,9,2,44.0,7.0,2779844
3657,3657,2400000,16,19,1,37.9,8.0,1937515
3658,3658,2200000,1,1,2,42.0,8.0,672816
3659,3659,2145000,2,5,1,41.24,10.42,1434933
3660,3660,1730000,9,10,1,44.0,9.0,1729554
3661,3661,4150000,2,5,2,42.0,7.0,1232557
3662,3662,3450000,4,5,2,50.0,10.0,1660101
3663,3663,3501070,10,10,1,46.4,14.0,2444998
3664,3664,8700000,4,7,2,52.0,10.0,2414556
3665,3665,2849999,2,10,2,53.0,9.0,2249225
3666,3666,3400000,6,25,1,47.0,9.0,1462137
3667,3667,1500000,2,2,1,25.0,6.9,732377
3668,3668,6800000,2,4,2,43.0,6.0,948335
3669,3669,3350000,4,5,5,82.3,7.6,2714517
3670,3670,2850000,2,10,1,36.0,7.0,745551
3671,3671,3080000,3,9,2,52.2,8.0,2154084
3672,3672,12500000,1,16,2,51.4,11.0,2644459
3673,3673,7499999,6,7,2,105.0,16.0,2042199
3674,3674,2900000,5,5,2,40.0,6.0,2833901
3675,3675,8109010,2,23,3,87.1,14.3,1808573
3676,3676,3250000,3,14,1,36.0,11.0,2720095
3677,3677,12964500,9,12,1,38.7,17.8,1872013
3678,3678,2800000,1,9,2,40.3,6.2,2157143
3679,3679,3650000,2,10,3,67.4,8.0,1297236
3680,3680,3400000,5,5,3,60.0,10.0,726658
3681,3681,5700000,2,17,1,43.8,13.4,1302703
3682,3682,3400000,6,10,1,36.0,8.9,1678105
3683,3683,8800000,11,17,2,66.0,13.8,1794180
3684,3684,6350000,2,9,2,76.0,11.0,2519746
3685,3685,5283600,4,13,2,71.4,24.3,1122932
3686,3686,2550000,6,9,1,35.2,9.5,1167998
3687,3687,4790000,8,9,1,32.4,6.2,997741
3688,3688,5850000,8,14,2,90.0,15.2,2475974
3689,3689,15100000,12,12,4,141.0,16.9,842871
3690,3690,10500000,1,12,3,145.0,16.0,2576368
3691,3691,1550000,3,4,2,92.0,12.0,2140601
3692,3692,8100000,7,14,2,50.7,7.6,2041018
3693,3693,3150000,4,28,1,35.0,7.0,923472
3694,3694,39900000,4,6,2,70.0,16.0,2634234
3695,3695,4300000,4,9,4,77.0,11.0,999340
3696,3696,2550000,3,3,1,33.0,8.4,2351177
3697,3697,4550000,8,14,3,75.0,12.0,1603884
3698,3698,1600000,5,5,3,59.2,8.0,1251882
3699,3699,3026220,1,8,1,48.81,14.15,2526724
3700,3700,5000000,3,3,3,60.0,8.0,594342
3701,3701,4490000,9,9,3,65.0,10.0,1563029
3702,3702,2300000,3,3,1,30.4,10.0,2470767
3703,3703,4566200,3,15,1,67.15,18.25,2205905
3704,3704,17690475,12,22,2,61.0,8.4,2370078
3705,3705,3100000,9,19,1,33.7,9.8,2829003
3706,3706,3750000,8,10,1,43.8,12.0,1277185
3707,3707,1100000,3,5,1,34.0,6.0,2337926
